experiment_name,mutation_type,crossover_type,survivor_method,selection_method,seed,accuracy,fitness,num_features,runtime_seconds
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,42,0.6874821852225388,0.6830196809859992,250,186.99797439575195
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,43,0.6590937546118629,0.6627558077221052,213,134.2380714416504
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,44,0.6603836110973477,0.6624881071304701,223,132.09783124923706
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,45,0.6696763317994643,0.6701372700480893,228,103.83810329437256
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,46,0.7052880386456134,0.7019020919239093,230,192.99306392669678
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,47,0.6802551795383263,0.6815153758702079,215,141.03704953193665
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,48,0.7101910649867098,0.7064576727737532,229,195.315007686615
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,49,0.7171594067619168,0.7120148946571536,234,189.41635870933533
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,50,0.6820638289823986,0.6822860175127301,221,185.14818811416626
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,51,0.6913530866249714,0.6877892065339029,241,200.7615122795105
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,52,0.6761269461728663,0.6765142515555796,224,154.1494927406311
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,53,0.6689020716022192,0.6681547215848544,237,188.83991265296936
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,54,0.7006431434351312,0.7015788290916181,203,176.88193726539612
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,55,0.7140638311135121,0.7075145908593038,246,206.92656445503235
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,56,0.6541935253573212,0.6593456013930177,206,150.45749306678772
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,57,0.6807694438805874,0.6776924994925286,245,183.99121689796448
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,58,0.6833558165814487,0.6825916634947324,227,170.69160270690918
EXP-A_mutation_bitflip,bitflip,two_point,elitist,tournament,59,0.6815470339427785,0.6813923305485006,224,201.35964846611023
